,RBP?,cluster,phase,meanLogFC,pvalue,p_adjust,Product Description,Input ID,Paralog count,Chromosome,Genomic Location (Gene),Genomic Location (Transcript)
C4B63_2g692,No,middle,25.9374209819243,0.398516375933424,0,0,proteasome beta-1 subunit,C4B63_2g692,0,Not Assigned,"PRFA01000002:491,081..491,848(-)",PRFA01000002:491081..491848(-)
C4B63_2g696,No,early,13.7650688783933,0.512874542410384,0,0,60S ribosomal protein L23,C4B63_2g696,0,Not Assigned,"PRFA01000002:483,696..484,115(-)",PRFA01000002:483696..484115(-)
C4B63_2g700,No,middle,19.1915653121779,0.292018809342339,0,0,conserved hypothetical protein,C4B63_2g700,0,Not Assigned,"PRFA01000002:472,962..474,266(-)",PRFA01000002:472962..474266(-)
C4B63_2g708,No,early,15.8063304893229,0.737413876185198,0,0,Gim5A protein,C4B63_2g708,3,Not Assigned,"PRFA01000002:458,988..459,722(-)",PRFA01000002:458988..459722(-)
C4B63_2g752,No,middle,19.8777435064484,0.227255809470857,0,0,"6-phosphogluconate dehydrogenase, decarboxylating",C4B63_2g752,0,Not Assigned,"PRFA01000002:378,032..379,465(-)",PRFA01000002:378032..379465(-)
C4B63_2g759,No,early,15.229376011044,0.500714393157486,0,0,60S ribosomal subunit protein L31,C4B63_2g759,1,Not Assigned,"PRFA01000002:368,165..368,731(-)",PRFA01000002:368165..368731(-)
C4B63_2g763,No,early,11.5139864557006,0.532988975304845,0,0,conserved hypothetical protein,C4B63_2g763,0,Not Assigned,"PRFA01000002:360,184..362,703(-)",PRFA01000002:360184..362703(-)
C4B63_2g765,No,middle,16.855432100582,0.81095335139486,0,0,cystathione gamma lyase,C4B63_2g765,0,Not Assigned,"PRFA01000002:355,453..356,679(-)",PRFA01000002:355453..356679(-)
C4B63_2g768,Yes,middle,22.3608327373564,0.258941629712051,0,0,RNA-binding protein,C4B63_2g768,0,Not Assigned,"PRFA01000002:347,426..349,171(-)",PRFA01000002:347426..349171(-)
C4B63_2g782,No,middle,23.2445559744569,0.851374654694694,0,0,ATP-dependent RNA helicase,C4B63_2g782,0,Not Assigned,"PRFA01000002:318,532..320,964(-)",PRFA01000002:318532..320964(-)
C4B63_2g786,No,middle,20.3126713469575,0.351695858493153,0,0,ubiquitin-activating enzyme E1,C4B63_2g786,2,Not Assigned,"PRFA01000002:302,310..305,954(-)",PRFA01000002:302310..305954(-)
C4B63_302g52c,No,early,14.3575695197064,0.590199081407878,0,0,histone H3,C4B63_302g52c,64,Not Assigned,"PRFA01000302:17,117..17,518(-)",PRFA01000302:17117..17518(-)
C4B63_302g66c,No,middle,16.5316483829043,0.606366229420196,0,0,histone H3,C4B63_302g66c,64,Not Assigned,"PRFA01000302:8,985..9,386(-)",PRFA01000302:8985..9386(-)
C4B63_303g6,No,early,13.5415277842498,0.611928652901561,0,0,Histone H2B variant V,C4B63_303g6,3,Not Assigned,"PRFA01000303:30,587..30,925(-)",PRFA01000303:30587..30925(-)
C4B63_30g140,No,middle,16.7185451146836,0.637717826318663,0,0,conserved hypothetical protein,C4B63_30g140,0,Not Assigned,"PRFA01000030:361,601..363,400(-)",PRFA01000030:361601..363400(-)
C4B63_30g145,No,late,29.7700948836697,0.810516444599022,0,0,"electron-transfer-flavoprotein, alpha polypeptide",C4B63_30g145,0,Not Assigned,"PRFA01000030:351,353..352,318(-)",PRFA01000030:351353..352318(-)
C4B63_30g187,No,middle,17.4977635293698,0.633087142995265,0,0,deoxyuridine triphosphatase,C4B63_30g187,0,Not Assigned,"PRFA01000030:258,304..259,155(-)",PRFA01000030:258304..259155(-)
C4B63_30g190,No,early,15.836886993432,0.459142688634879,0,0,60S ribosomal protein L23a,C4B63_30g190,0,Not Assigned,"PRFA01000030:256,222..256,824(-)",PRFA01000030:256222..256824(-)
C4B63_30g212,No,middle,18.6286618685878,0.129416938005368,0,0,conserved hypothetical protein,C4B63_30g212,1,Not Assigned,"PRFA01000030:199,432..202,050(-)",PRFA01000030:199432..202050(-)
C4B63_30g214,No,late,39.4007396968527,3.17524909366804,0,0,conserved hypothetical protein,C4B63_30g214,0,Not Assigned,"PRFA01000030:194,292..195,839(-)",PRFA01000030:194292..195839(-)
C4B63_30g231,No,early,14.7766632812564,0.809171251030577,0,0,dihydrofolate reductase-thymidylate synthase,C4B63_30g231,0,Not Assigned,"PRFA01000030:150,746..152,311(-)",PRFA01000030:150746..152311(-)
C4B63_314g10,No,late,37.1937138556695,1.82374610790802,0,0,5'-AMP-activated protein kinase subunit beta,C4B63_314g10,1,Not Assigned,"PRFA01000314:18,754..19,671(-)",PRFA01000314:18754..19671(-)
C4B63_314g13,No,early,14.8924612561204,0.451201139521412,0,0,3-oxo-5-alpha-steroid 4-dehydrogenase,C4B63_314g13,1,Not Assigned,"PRFA01000314:13,963..14,979(-)",PRFA01000314:13963..14979(-)
C4B63_31g106,No,middle,24.5081296677515,0.2837280623492,0,0,conserved hypothetical protein,C4B63_31g106,0,Not Assigned,"PRFA01000031:313,772..314,455(+)",PRFA01000031:313772..314455(+)
C4B63_31g181,No,middle,19.2923072271467,0.635233649543947,0,0,mitochondrial DNA polymerase beta,C4B63_31g181,0,Not Assigned,"PRFA01000031:354,919..356,130(-)",PRFA01000031:354919..356130(-)
C4B63_31g54,No,middle,27.3024042944563,0.875748495279283,0,0,vesicle-associated membrane protein,C4B63_31g54,0,Not Assigned,"PRFA01000031:179,996..180,643(+)",PRFA01000031:179996..180643(+)
C4B63_31g74,No,middle,28.4589154145383,1.0430835286896,0,0,Inositol phosphosphingolipids phospholipase C,C4B63_31g74,0,Not Assigned,"PRFA01000031:215,460..217,253(+)",PRFA01000031:215460..217253(+)
C4B63_31g80,No,middle,23.4343749289627,1.56801951137057,0,0,Calcium ATPase SERCA-like,C4B63_31g80,0,Not Assigned,"PRFA01000031:226,491..229,511(+)",PRFA01000031:226491..229511(+)
C4B63_32g1132c,No,early,14.096384663614,0.460151250175384,0,0,60S ribosomal protein L26,C4B63_32g1132c,1,Not Assigned,"PRFA01000032:295,623..296,054(-)",PRFA01000032:295623..296054(-)
C4B63_32g1409c,No,late,32.4247153188149,1.83111177864148,0,0,cysteine peptidase inhibitor (Chagasin),C4B63_32g1409c,1,Not Assigned,"PRFA01000032:151,696..152,028(-)",PRFA01000032:151696..152028(-)
C4B63_32g206,No,middle,21.6323305260177,0.414732633808807,0,0,fatty acid desaturase,C4B63_32g206,0,Not Assigned,"PRFA01000032:354,051..355,352(-)",PRFA01000032:354051..355352(-)
C4B63_32g217,No,early,11.9951918016147,1.07336113008341,0,0,2-amino-3-ketobutyrate coenzyme A ligase,C4B63_32g217,2,Not Assigned,"PRFA01000032:341,099..342,313(-)",PRFA01000032:341099..342313(-)
C4B63_32g219,No,early,15.3607848828956,0.383288526312873,0,0,Trypanosome basal body component protein,C4B63_32g219,1,Not Assigned,"PRFA01000032:336,014..339,718(-)",PRFA01000032:336014..339718(-)
C4B63_32g224,No,late,30.7776412779858,0.452915346938797,0,0,ubiquitin-conjugating enzyme E2,C4B63_32g224,0,Not Assigned,"PRFA01000032:327,384..327,851(-)",PRFA01000032:327384..327851(-)
C4B63_32g225,No,middle,23.2769426835611,0.462684941818041,0,0,3-hydroxy-3-methylglutaryl-CoA synthase,C4B63_32g225,0,Not Assigned,"PRFA01000032:324,849..326,348(-)",PRFA01000032:324849..326348(-)
C4B63_32g229,No,early,14.4325872743147,0.480885265353869,0,0,amastin,C4B63_32g229,10,Not Assigned,"PRFA01000032:312,055..312,639(-)",PRFA01000032:312055..312639(-)
C4B63_32g236,No,middle,18.9086818780135,0.408835060726375,0,0,transketolase,C4B63_32g236,0,Not Assigned,"PRFA01000032:297,239..299,257(-)",PRFA01000032:297239..299257(-)
C4B63_32g244,No,middle,24.132293010958,0.7871889190063,0,0,STOP axonemal protein,C4B63_32g244,0,Not Assigned,"PRFA01000032:282,594..283,394(-)",PRFA01000032:282594..283394(-)
C4B63_32g248,No,early,14.0272780261562,0.563447918637979,0,0,conserved hypothetical protein,C4B63_32g248,0,Not Assigned,"PRFA01000032:275,603..278,362(-)",PRFA01000032:275603..278362(-)
C4B63_32g265,No,middle,26.6558935360598,0.312689877142319,0,0,cytoskeleton associated protein,C4B63_32g265,0,Not Assigned,"PRFA01000032:240,197..241,456(-)",PRFA01000032:240197..241456(-)
C4B63_32g52,No,middle,19.430004925592,0.355432025627607,0,0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",C4B63_32g52,0,Not Assigned,"PRFA01000032:110,636..112,465(+)",PRFA01000032:110636..112465(+)
C4B63_32g56,No,early,15.3757759926261,0.292162807972714,0,0,Putative fatty acyl-CoA reductase CG5065,C4B63_32g56,2,Not Assigned,"PRFA01000032:116,863..118,638(+)",PRFA01000032:116863..118638(+)
C4B63_330g3c,No,middle,16.8373975595588,0.298744397642994,0,0,ribosomal protein S29,C4B63_330g3c,6,Not Assigned,"PRFA01000330:1,270..1,443(+)",PRFA01000330:1270..1443(+)
C4B63_331g11,No,early,11.0330151103757,0.965973227120293,0,0,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase,C4B63_331g11,109,Not Assigned,"PRFA01000331:13,491..14,483(-)",PRFA01000331:13491..14483(-)
C4B63_333g12,No,early,13.3913896329563,0.856079606155281,0,0,beta tubulin,C4B63_333g12,9,Not Assigned,"PRFA01000333:12,817..13,347(-)",PRFA01000333:12817..13347(-)
C4B63_333g19,No,middle,18.4183946021841,0.921239883270834,0,0,alpha tubulin,C4B63_333g19,9,Not Assigned,"PRFA01000333:2,170..2,625(-)",PRFA01000333:2170..2625(-)
C4B63_345g11,No,late,39.722363650611,0.926896246742419,0,0,SLACS reverse transcriptase (fragment),C4B63_345g11,52,Not Assigned,"PRFA01000345:21,766..22,554(+)",PRFA01000345:21766..22554(+)
C4B63_34g116,No,middle,22.8125995988223,0.508174350899961,0,0,mannosyltransferase-like protein,C4B63_34g116,0,Not Assigned,"PRFA01000034:321,424..324,003(+)",PRFA01000034:321424..324003(+)
C4B63_34g1195c,No,middle,22.1059931632732,0.471613341020546,0,0,histone H4,C4B63_34g1195c,45,Not Assigned,"PRFA01000034:262,673..262,975(-)",PRFA01000034:262673..262975(-)
C4B63_34g1526c,No,middle,17.6822286033508,1.10815290064223,0,0,mucin TcSMUGL,C4B63_34g1526c,0,Not Assigned,"PRFA01000034:80,254..80,565(-)",PRFA01000034:80254..80565(-)
C4B63_34g216,No,middle,16.4094661289483,1.08703181604852,0,0,mucin TcSMUGS,C4B63_34g216,0,Not Assigned,"PRFA01000034:283,881..284,354(-)",PRFA01000034:283881..284354(-)
C4B63_34g285,No,middle,18.7156137140112,0.55217400423557,0,0,imidazolonepropionase,C4B63_34g285,0,Not Assigned,"PRFA01000034:204,094..205,386(-)",PRFA01000034:204094..205386(-)
C4B63_34g297,No,middle,17.7326502963992,0.672098304140054,0,0,Mitochondrial outer membrane protein porin,C4B63_34g297,3,Not Assigned,"PRFA01000034:178,913..179,731(-)",PRFA01000034:178913..179731(-)
C4B63_34g313,No,late,33.2964448142175,1.10016917205742,0,0,"casein kinase II, alpha chain",C4B63_34g313,0,Not Assigned,"PRFA01000034:153,894..155,114(-)",PRFA01000034:153894..155114(-)
C4B63_34g361,No,early,15.6382937291927,0.481964941254093,0,0,phosphatidylinositol kinase related protein,C4B63_34g361,0,Not Assigned,"PRFA01000034:65,177..77,875(-)",PRFA01000034:65177..77875(-)
C4B63_351g20c,No,middle,21.060178296583,0.648936170357009,0,0,calpain-like cysteine peptidase,C4B63_351g20c,1,Not Assigned,"PRFA01000351:7,902..8,345(+)",PRFA01000351:7902..8345(+)
C4B63_351g27c,No,middle,23.132272987758,0.576492591713041,0,0,small myristoylated protein-1,C4B63_351g27c,5,Not Assigned,"PRFA01000351:12,489..12,884(+)",PRFA01000351:12489..12884(+)
C4B63_35g119,No,middle,23.8836609984034,0.864056630985493,0,0,Vacuolar protein sorting-associated protein 13C,C4B63_35g119,3,Not Assigned,"PRFA01000035:253,606..255,729(+)",PRFA01000035:253606..255729(+)
C4B63_35g125,No,middle,28.625065896875,2.61884828961087,0,0,transaldolase,C4B63_35g125,0,Not Assigned,"PRFA01000035:260,086..260,739(+)",PRFA01000035:260086..260739(+)
C4B63_35g179,No,middle,20.7448162998143,0.697105169004044,0,0,protein tyrosine phosphatase,C4B63_35g179,2,Not Assigned,"PRFA01000035:371,665..372,207(+)",PRFA01000035:371665..372207(+)
C4B63_361g15,No,late,42.6169826138933,0.915378926638473,0,0,"trans-sialidase, Group V",C4B63_361g15,710,Not Assigned,"PRFA01000361:7,220..9,532(-)",PRFA01000361:7220..9532(-)
C4B63_38g147,No,early,13.1903794277761,0.879445076099395,0,0,spermidine synthase,C4B63_38g147,2,Not Assigned,"PRFA01000038:308,806..309,696(+)",PRFA01000038:308806..309696(+)
C4B63_38g174,No,late,38.4710329127282,3.07291203657022,0,0,conserved hypothetical protein,C4B63_38g174,0,Not Assigned,"PRFA01000038:365,971..367,044(+)",PRFA01000038:365971..367044(+)
C4B63_38g38,No,middle,19.0302670026232,0.286190369676195,0,0,actin 3,C4B63_38g38,1,Not Assigned,"PRFA01000038:94,748..95,878(+)",PRFA01000038:94748..95878(+)
C4B63_38g39,No,middle,18.1154108835245,0.663060135504619,0,0,actin 3,C4B63_38g39,1,Not Assigned,"PRFA01000038:96,333..97,463(+)",PRFA01000038:96333..97463(+)
C4B63_38g40,No,middle,19.981376753467,0.438406078627295,0,0,Reticulocyte-binding protein 2 homolog a,C4B63_38g40,0,Not Assigned,"PRFA01000038:97,869..100,886(+)",PRFA01000038:97869..100886(+)
C4B63_38g45,No,early,15.7354930910216,0.575129883395341,0,0,conserved hypothetical protein,C4B63_38g45,1,Not Assigned,"PRFA01000038:110,403..111,995(+)",PRFA01000038:110403..111995(+)
C4B63_38g46,Yes,middle,24.9971815035111,0.874915711223941,0,0,Double RNA binding domain protein 3,C4B63_38g46,2,Not Assigned,"PRFA01000038:112,634..113,611(+)",PRFA01000038:112634..113611(+)
C4B63_38g53,No,middle,24.9726596195776,0.849095991320728,0,0,P-type H+-ATPase,C4B63_38g53,13,Not Assigned,"PRFA01000038:123,762..126,458(+)",PRFA01000038:123762..126458(+)
C4B63_38g70,No,late,35.8454348218434,1.89164747430835,0,0,E3 ubiquitin-protein ligase RING1-like,C4B63_38g70,0,Not Assigned,"PRFA01000038:156,060..157,751(+)",PRFA01000038:156060..157751(+)
C4B63_38g82,No,middle,20.3874394005054,0.3656340190479,0,0,Pescadillo homolog,C4B63_38g82,0,Not Assigned,"PRFA01000038:174,835..176,823(+)",PRFA01000038:174835..176823(+)
C4B63_38g86,No,early,13.5574390243997,0.741725923488818,0,0,nascent polypeptide associated complex subunit,C4B63_38g86,0,Not Assigned,"PRFA01000038:183,700..184,245(+)",PRFA01000038:183700..184245(+)
C4B63_38g87,No,early,15.7394675469761,0.453174595289729,0,0,60S ribosomal protein L10,C4B63_38g87,1,Not Assigned,"PRFA01000038:184,607..185,248(+)",PRFA01000038:184607..185248(+)
C4B63_39g329,No,early,14.8996010856968,0.579720505846799,0,0,glycyl-tRNA synthetase,C4B63_39g329,0,Not Assigned,"PRFA01000039:90,588..92,459(-)",PRFA01000039:90588..92459(-)
C4B63_39g330,No,middle,17.1910538219197,0.492420236468042,0,0,Charged multivesicular body protein 4b,C4B63_39g330,0,Not Assigned,"PRFA01000039:89,265..89,948(-)",PRFA01000039:89265..89948(-)
C4B63_39g333,No,middle,17.7778945522177,0.302635829587691,0,0,eukaryotic translation initiation factor 3 subunit 2,C4B63_39g333,0,Not Assigned,"PRFA01000039:84,353..85,054(-)",PRFA01000039:84353..85054(-)
C4B63_39g336,No,middle,17.0019930526452,0.884892996828586,0,0,S-adenosylhomocysteine hydrolase,C4B63_39g336,0,Not Assigned,"PRFA01000039:80,839..82,152(-)",PRFA01000039:80839..82152(-)
C4B63_39g344,No,middle,25.4805710297182,1.05045283882579,0,0,14-3-3 protein 1,C4B63_39g344,1,Not Assigned,"PRFA01000039:70,033..70,821(-)",PRFA01000039:70033..70821(-)
C4B63_3g1094,No,middle,23.1871307817672,0.342543692502193,0,0,conserved hypothetical protein,C4B63_3g1094,0,Not Assigned,"PRFA01000003:89,923..93,690(-)",PRFA01000003:89923..93690(-)
C4B63_3g1107,No,early,14.328555199921,0.407556786612964,0,0,60S ribosomal protein L8,C4B63_3g1107,1,Not Assigned,"PRFA01000003:69,198..69,980(-)",PRFA01000003:69198..69980(-)
C4B63_3g1120,No,middle,27.9387134652005,0.401519151564522,0,0,conserved hypothetical protein,C4B63_3g1120,0,Not Assigned,"PRFA01000003:48,164..48,859(-)",PRFA01000003:48164..48859(-)
C4B63_3g1125,No,middle,20.8715595245073,0.585618047612586,0,0,short chain dehydrogenase,C4B63_3g1125,0,Not Assigned,"PRFA01000003:40,261..41,013(-)",PRFA01000003:40261..41013(-)
C4B63_3g554,No,middle,16.6135542928424,0.439559279742855,0,0,NADH-dependent fumarate reductase,C4B63_3g554,8,Not Assigned,"PRFA01000003:1,218,869..1,221,142(-)",PRFA01000003:1218869..1221142(-)
C4B63_40g124c,No,early,10.2970314007629,0.726880687990165,0,0,60S ribosomal protein L22,C4B63_40g124c,1,Not Assigned,"PRFA01000040:72,988..73,380(+)",PRFA01000040:72988..73380(+)
C4B63_40g149,No,early,12.0048833642876,0.721760444692674,0,0,40S ribosomal protein SA,C4B63_40g149,2,Not Assigned,"PRFA01000040:297,410..298,147(+)",PRFA01000040:297410..298147(+)
C4B63_40g160,No,late,33.373914276202,1.96142671864018,0,0,conserved hypothetical protein,C4B63_40g160,0,Not Assigned,"PRFA01000040:321,451..322,506(+)",PRFA01000040:321451..322506(+)
C4B63_40g18,No,middle,24.0541958060749,1.02000834468966,0,0,2-oxoglutarate dehydrogenase E1 component,C4B63_40g18,4,Not Assigned,"PRFA01000040:26,935..29,955(+)",PRFA01000040:26935..29955(+)
C4B63_40g189,No,early,11.5119245821713,0.740447142246218,0,0,40S ribosomal protein SA,C4B63_40g189,2,Not Assigned,"PRFA01000040:388,658..389,395(+)",PRFA01000040:388658..389395(+)
C4B63_40g24,No,early,11.2425659921189,1.02269870504176,0,0,short-chain dehydrogenase,C4B63_40g24,0,Not Assigned,"PRFA01000040:40,176..41,081(+)",PRFA01000040:40176..41081(+)
C4B63_40g36,No,middle,23.7033499115251,0.620450783735861,0,0,Enoyl-CoA hydratase/isomerase family,C4B63_40g36,0,Not Assigned,"PRFA01000040:68,981..72,526(+)",PRFA01000040:68981..72526(+)
C4B63_40g46,No,middle,24.1336368697814,0.742989002109931,0,0,ATP-dependent protease subunit HslV,C4B63_40g46,0,Not Assigned,"PRFA01000040:91,649..92,278(+)",PRFA01000040:91649..92278(+)
C4B63_41g154,No,middle,16.1836805474729,0.267986898250339,0,0,cysteine peptidase,C4B63_41g154,48,Not Assigned,"PRFA01000041:304,234..305,637(-)",PRFA01000041:304234..305637(-)
C4B63_41g195,No,middle,26.6326025088446,0.473644700222322,0,0,conserved hypothetical protein,C4B63_41g195,1,Not Assigned,"PRFA01000041:243,026..244,933(-)",PRFA01000041:243026..244933(-)
C4B63_41g197,No,middle,20.1410927885244,1.21547218315976,0,0,conserved hypothetical protein,C4B63_41g197,0,Not Assigned,"PRFA01000041:231,573..236,708(-)",PRFA01000041:231573..236708(-)
C4B63_41g207,No,middle,22.0464110305702,0.323342832201581,0,0,conserved hypothetical protein,C4B63_41g207,0,Not Assigned,"PRFA01000041:209,248..211,047(-)",PRFA01000041:209248..211047(-)
C4B63_41g212,No,middle,19.5365767678544,0.294749513972964,0,0,cytochrome oxidase subunit IV,C4B63_41g212,0,Not Assigned,"PRFA01000041:200,446..201,450(-)",PRFA01000041:200446..201450(-)
C4B63_41g242,No,middle,17.49221334085,0.271812460406095,0,0,conserved hypothetical protein,C4B63_41g242,0,Not Assigned,"PRFA01000041:141,209..142,939(-)",PRFA01000041:141209..142939(-)
C4B63_429g3,No,late,37.9555514953124,1.76860716561168,0,0,dynamin-1-like protein,C4B63_429g3,1,Not Assigned,"PRFA01000429:3,827..5,788(+)",PRFA01000429:3827..5788(+)
C4B63_42g129,No,early,13.8681410202419,0.456642885550762,0,0,L-threonine 3-dehydrogenase,C4B63_42g129,10,Not Assigned,"PRFA01000042:369,293..369,652(+)",PRFA01000042:369293..369652(+)
C4B63_42g170,No,middle,16.1931051077967,0.329069251267652,0,0,conserved hypothetical protein,C4B63_42g170,0,Not Assigned,"PRFA01000042:187,104..187,865(-)",PRFA01000042:187104..187865(-)
C4B63_42g173,No,early,12.6959093859487,0.720744953173252,0,0,conserved hypothetical protein,C4B63_42g173,0,Not Assigned,"PRFA01000042:184,225..184,968(-)",PRFA01000042:184225..184968(-)
C4B63_42g193,No,late,38.8988343624586,1.65969259156603,0,0,ama1 protein,C4B63_42g193,0,Not Assigned,"PRFA01000042:148,062..148,835(-)",PRFA01000042:148062..148835(-)
C4B63_42g203,No,early,14.0299361655754,0.578304208008298,0,0,aspartyl-tRNA synthetase,C4B63_42g203,3,Not Assigned,"PRFA01000042:132,320..133,291(-)",PRFA01000042:132320..133291(-)
C4B63_42g205,No,middle,19.4792480148131,0.310375033895175,0,0,Eukaryotic translation initiation factor 4E-4,C4B63_42g205,1,Not Assigned,"PRFA01000042:130,279..130,884(-)",PRFA01000042:130279..130884(-)
C4B63_42g217,No,late,31.8706606614251,1.27256684130998,0,0,protein phosphatase,C4B63_42g217,0,Not Assigned,"PRFA01000042:103,750..104,898(-)",PRFA01000042:103750..104898(-)
C4B63_42g246,No,middle,26.512567742432,0.404352003733761,0,0,GMP synthase [glutamine-hydrolyzing] subunit A,C4B63_42g246,0,Not Assigned,"PRFA01000042:49,139..49,993(-)",PRFA01000042:49139..49993(-)
C4B63_42g248,No,middle,17.1422245691131,0.484847280447694,0,0,alkyl-dihydroxyacetone phosphate synthase,C4B63_42g248,0,Not Assigned,"PRFA01000042:43,740..45,581(-)",PRFA01000042:43740..45581(-)
C4B63_42g251,No,middle,17.5297747475336,0.549500714875057,0,0,conserved hypothetical protein,C4B63_42g251,0,Not Assigned,"PRFA01000042:36,220..36,852(-)",PRFA01000042:36220..36852(-)
C4B63_42g270,No,middle,16.9935204997781,0.475711510792154,0,0,retrotransposon hot spot (RHS) protein,C4B63_42g270,704,Not Assigned,"PRFA01000042:540..1,952(-)",PRFA01000042:540..1952(-)
C4B63_42g42,No,middle,17.7139179135686,0.483740702591921,0,0,co-chaperone GrpE,C4B63_42g42,0,Not Assigned,"PRFA01000042:204,199..204,858(+)",PRFA01000042:204199..204858(+)
C4B63_42g47,No,middle,18.2619268360257,0.551991095031501,0,0,Protein DJ-1 homolog B,C4B63_42g47,0,Not Assigned,"PRFA01000042:214,430..215,026(+)",PRFA01000042:214430..215026(+)
C4B63_42g52,No,early,13.947765809134,0.866068069235924,0,0,mitochondrial oligo U binding protein TBRGG1,C4B63_42g52,1,Not Assigned,"PRFA01000042:223,175..223,819(+)",PRFA01000042:223175..223819(+)
C4B63_42g58,No,middle,28.3794417644464,0.783896714061609,0,0,conserved hypothetical protein,C4B63_42g58,0,Not Assigned,"PRFA01000042:231,321..233,441(+)",PRFA01000042:231321..233441(+)
C4B63_42g61,No,middle,20.5542681979619,0.419999955893898,0,0,amastin,C4B63_42g61,0,Not Assigned,"PRFA01000042:241,723..242,259(+)",PRFA01000042:241723..242259(+)
C4B63_42g70,No,middle,18.4648596131187,0.594885374942522,0,0,p22 protein precursor,C4B63_42g70,0,Not Assigned,"PRFA01000042:262,399..263,076(+)",PRFA01000042:262399..263076(+)
C4B63_42g89,No,middle,26.1519069442804,1.0611483606203,0,0,importin alpha,C4B63_42g89,0,Not Assigned,"PRFA01000042:296,027..297,709(+)",PRFA01000042:296027..297709(+)
C4B63_436g6,No,early,14.7074276587825,0.244659169112123,0,0,SLACS reverse transcriptase (fragment),C4B63_436g6,52,Not Assigned,"PRFA01000436:6,104..6,910(+)",PRFA01000436:6104..6910(+)
C4B63_43g127,No,early,13.8257975232048,0.784777936737719,0,0,vacuolar ATP synthase,C4B63_43g127,7,Not Assigned,"PRFA01000043:273,469..274,059(-)",PRFA01000043:273469..274059(-)
C4B63_43g134,No,middle,23.5576951601317,0.475693293004636,0,0,cytochrome c oxidase subunit VI,C4B63_43g134,0,Not Assigned,"PRFA01000043:264,056..264,529(-)",PRFA01000043:264056..264529(-)
C4B63_43g135,No,early,15.0502575951612,0.249340264793393,0,0,proteasome alpha 2 subunit,C4B63_43g135,0,Not Assigned,"PRFA01000043:262,827..263,522(-)",PRFA01000043:262827..263522(-)
C4B63_43g147,No,early,15.3756159792391,0.369666528773898,0,0,mitochondrial RNA binding complex 1 subunit,C4B63_43g147,0,Not Assigned,"PRFA01000043:242,412..243,440(-)",PRFA01000043:242412..243440(-)
C4B63_43g160,No,middle,21.3065028578358,0.477675812902202,0,0,conserved hypothetical protein,C4B63_43g160,0,Not Assigned,"PRFA01000043:212,914..214,101(-)",PRFA01000043:212914..214101(-)
C4B63_43g163,No,middle,18.8659131546504,0.369318748867909,0,0,40S ribosomal protein S11,C4B63_43g163,2,Not Assigned,"PRFA01000043:205,161..205,682(-)",PRFA01000043:205161..205682(-)
C4B63_43g170,No,middle,18.5073612141387,0.638719083385151,0,0,conserved hypothetical protein,C4B63_43g170,0,Not Assigned,"PRFA01000043:188,429..190,030(-)",PRFA01000043:188429..190030(-)
C4B63_43g187,No,middle,18.7701324012205,0.445026611937041,0,0,structural maintenance of chromosome protein 4,C4B63_43g187,0,Not Assigned,"PRFA01000043:156,251..160,336(-)",PRFA01000043:156251..160336(-)
C4B63_43g192,No,middle,22.5772964976696,0.335661774614168,0,0,vesicle-associated membrane protein,C4B63_43g192,0,Not Assigned,"PRFA01000043:147,736..148,473(-)",PRFA01000043:147736..148473(-)
C4B63_43g194,No,late,34.1206679383391,1.18779251254435,0,0,pentatricopeptide repeat domain containing protein,C4B63_43g194,0,Not Assigned,"PRFA01000043:142,996..144,867(-)",PRFA01000043:142996..144867(-)
C4B63_43g4,No,early,12.3741324146672,0.733815104934289,0,0,60S ribosomal protein L9,C4B63_43g4,3,Not Assigned,"PRFA01000043:8,144..8,713(+)",PRFA01000043:8144..8713(+)
C4B63_43g6,No,middle,22.4253926152675,0.432224778018199,0,0,"T-complex protein 1, delta subunit",C4B63_43g6,1,Not Assigned,"PRFA01000043:12,802..14,415(+)",PRFA01000043:12802..14415(+)
C4B63_43g855c,No,early,11.861934329046,0.657322258668527,0,0,60S ribosomal protein L37a,C4B63_43g855c,1,Not Assigned,"PRFA01000043:271,292..271,564(-)",PRFA01000043:271292..271564(-)
C4B63_43g863c,No,early,15.0898773436056,0.594569806868834,0,0,"Protein BOLA1, chloroplastic",C4B63_43g863c,0,Not Assigned,"PRFA01000043:265,874..266,104(-)",PRFA01000043:265874..266104(-)
C4B63_44g125,No,late,39.4744187404161,4.53266461465176,0,0,conserved hypothetical protein,C4B63_44g125,0,Not Assigned,"PRFA01000044:303,702..305,078(-)",PRFA01000044:303702..305078(-)
C4B63_44g146,No,middle,19.3051545677592,0.813362057826843,0,0,Vacuolar proton pyrophosphatase 1,C4B63_44g146,0,Not Assigned,"PRFA01000044:240,740..243,184(-)",PRFA01000044:240740..243184(-)
C4B63_44g149,No,middle,16.4398977258832,0.465371720876045,0,0,conserved hypothetical protein,C4B63_44g149,0,Not Assigned,"PRFA01000044:224,640..238,811(-)",PRFA01000044:224640..238811(-)
C4B63_44g169,No,middle,18.9773493368185,0.281421571008165,0,0,Transmembrane emp24 domain-containing protein A,C4B63_44g169,0,Not Assigned,"PRFA01000044:186,143..186,808(-)",PRFA01000044:186143..186808(-)
